O*NET-SOC Code	Task ID	Task	Task Type	Incumbents Responding	Date	Domain Source
51-3093.00	4947	Observe gauges, dials, and product characteristics, and adjust controls to maintain appropriate temperature, pressure, and flow of ingredients.	Core	56.0	08/2021	Incumbent
51-3093.00	4952	Measure or weigh ingredients, using scales or measuring containers.	Core	56.0	08/2021	Incumbent
51-3093.00	4951	Tend or operate and control equipment, such as kettles, cookers, vats and tanks, and boilers, to cook ingredients or prepare products for further processing.	Core	56.0	08/2021	Incumbent
51-3093.00	4944	Record production and test data, such as processing steps, temperature and steam readings, cooking time, batches processed, and test results.	Core	56.0	08/2021	Incumbent
51-3093.00	4954	Remove cooked material or products from equipment.	Core	55.0	08/2021	Incumbent
51-3093.00	4958	Pour, dump, or load prescribed quantities of ingredients or products into cooking equipment, manually or using a hoist.	Core	57.0	08/2021	Incumbent
51-3093.00	4945	Listen for malfunction alarms, and shut down equipment and notify supervisors when necessary.	Core	55.0	08/2021	Incumbent
51-3093.00	4956	Turn valves or start pumps to add ingredients or drain products from equipment and to transfer products for storage, cooling, or further processing.	Core	56.0	08/2021	Incumbent
51-4021.00	8473	Measure and examine extruded products to locate defects and to check for conformance to specifications, adjusting controls as necessary to alter products.	Core	67.0	07/2015	Incumbent
51-4021.00	8474	Determine setup procedures and select machine dies and parts, according to specifications.	Core	67.0	07/2015	Incumbent
51-4021.00	8477	Start machines and set controls to regulate vacuum, air pressure, sizing rings, and temperature, and to synchronize speed of extrusion.	Core	67.0	07/2015	Incumbent
51-4021.00	8479	Reel extruded products into rolls of specified lengths and weights.	Core	67.0	07/2015	Incumbent
51-4021.00	8475	Install dies, machine screws, and sizing rings on machines that extrude thermoplastic or metal materials.	Core	67.0	07/2015	Incumbent
51-4021.00	8476	Change dies on extruding machines, according to production line changes.	Core	67.0	07/2015	Incumbent
51-4021.00	8481	Clean work areas.	Core	67.0	07/2015	Incumbent
51-4021.00	8480	Troubleshoot, maintain, and make minor repairs to equipment.	Core	67.0	07/2015	Incumbent
51-4022.00	10079	Read work orders or blueprints to determine specified tolerances and sequences of operations for machine setup.	Core	47.0	07/2016	Incumbent
51-4022.00	10086	Position and move metal wires or workpieces through a series of dies that compress and shape stock to form die impressions.	Core	47.0	07/2016	Incumbent
51-4022.00	10078	Measure and inspect machined parts to ensure conformance to product specifications.	Core	48.0	07/2016	Incumbent
51-4022.00	10085	Set up, operate, or tend presses and forging machines to perform hot or cold forging by flattening, straightening, bending, cutting, piercing, or other operations to taper, shape, or form metal.	Core	48.0	07/2016	Incumbent
51-4022.00	10082	Turn handles or knobs to set pressures and depths of ram strokes and to synchronize machine operations.	Core	48.0	07/2016	Incumbent
51-4022.00	10087	Install, adjust, and remove dies, synchronizing cams, forging hammers, and stop guides, using overhead cranes or other hoisting devices, and hand tools.	Core	48.0	07/2016	Incumbent
51-4022.00	10080	Start machines to produce sample workpieces, and observe operations to detect machine malfunctions and to verify that machine setups conform to specifications.	Core	48.0	07/2016	Incumbent
51-4022.00	10083	Confer with other workers about machine setups and operational specifications.	Core	48.0	07/2016	Incumbent
51-4022.00	10089	Trim and compress finished forgings to specified tolerances.	Core	47.0	07/2016	Incumbent
51-4022.00	10081	Remove dies from machines when production runs are finished.	Core	48.0	07/2016	Incumbent
51-4023.00	10092	Monitor machine cycles and mill operation to detect jamming and to ensure that products conform to specifications.	Core	83.0	08/2018	Incumbent
51-4023.00	10091	Adjust and correct machine set-ups to reduce thicknesses, reshape products, and eliminate product defects.	Core	83.0	08/2018	Incumbent
51-4023.00	10096	Start operation of rolling and milling machines to flatten, temper, form, and reduce sheet metal sections and to produce steel strips.	Core	83.0	08/2018	Incumbent
51-4023.00	10093	Examine, inspect, and measure raw materials and finished products to verify conformance to specifications.	Core	83.0	08/2018	Incumbent
51-4023.00	10094	Read rolling orders, blueprints, and mill schedules to determine setup specifications, work sequences, product dimensions, and installation procedures.	Core	83.0	08/2018	Incumbent
51-4023.00	10095	Manipulate controls and observe dial indicators to monitor, adjust, and regulate speeds of machine mechanisms.	Core	83.0	08/2018	Incumbent
51-4023.00	10097	Set distance points between rolls, guides, meters, and stops, according to specifications.	Core	83.0	08/2018	Incumbent
51-4023.00	10103	Install equipment such as guides, guards, gears, cooling equipment, and rolls, using hand tools.	Core	82.0	08/2018	Incumbent
51-4023.00	10099	Position, align, and secure arbors, spindles, coils, mandrels, dies, and slitting knives.	Core	83.0	08/2018	Incumbent
51-4023.00	10100	Direct and train other workers to change rolls, operate mill equipment, remove coils and cobbles, and band and load material.	Core	83.0	08/2018	Incumbent
51-4031.00	10110	Measure completed workpieces to verify conformance to specifications, using micrometers, gauges, calipers, templates, or rulers.	Core	50.0	08/2025	Incumbent
51-4031.00	10111	Examine completed workpieces for defects, such as chipped edges or marred surfaces and sort defective pieces according to types of flaws.	Core	50.0	08/2025	Incumbent
51-4031.00	10112	Read work orders or production schedules to determine specifications, such as materials to be used, locations of cutting lines, or dimensions and tolerances.	Core	49.0	08/2025	Incumbent
51-4031.00	10115	Start machines, monitor their operations, and record operational data.	Core	49.0	08/2025	Incumbent
51-4031.00	10114	Set up, operate, or tend machines to saw, cut, shear, slit, punch, crimp, notch, bend, or straighten metal or plastic material.	Core	48.0	08/2025	Incumbent
51-4031.00	10116	Test and adjust machine speeds or actions, according to product specifications, using gauges and hand tools.	Core	49.0	08/2025	Incumbent
51-4031.00	10113	Load workpieces, plastic material, or chemical solutions into machines.	Core	48.0	08/2025	Incumbent
51-4031.00	10131	Turn controls to set cutting speeds, feed rates, or table angles for specified operations.	Core	48.0	08/2025	Incumbent
51-4031.00	20820	Clean work area.	Core	49.0	08/2025	Incumbent
51-4032.00	11974	Verify conformance of machined work to specifications, using measuring instruments, such as calipers, micrometers, or fixed or telescoping gauges.	Core	85.0	08/2022	Incumbent
51-4032.00	11975	Study machining instructions, job orders, or blueprints to determine dimensional or finish specifications, sequences of operations, setups, or tooling requirements.	Core	85.0	08/2022	Incumbent
51-4032.00	11980	Move machine controls to lower tools to workpieces and to engage automatic feeds.	Core	85.0	08/2022	Incumbent
51-4032.00	11988	Verify that workpiece reference lines are parallel to the axis of table rotation, using dial indicators mounted in spindles.	Core	85.0	08/2022	Incumbent
51-4032.00	11983	Establish zero reference points on workpieces, such as at the intersections of two edges or over hole locations.	Core	85.0	08/2022	Incumbent
51-4032.00	11978	Change worn cutting tools, using wrenches.	Core	85.0	08/2022	Incumbent
51-4032.00	11976	Select and set cutting speeds, feed rates, depths of cuts, and cutting tools, according to machining instructions or knowledge of metal properties.	Core	85.0	08/2022	Incumbent
51-4032.00	11984	Observe drilling or boring machine operations to detect any problems.	Core	84.0	08/2022	Incumbent
51-4032.00	11981	Turn valves and direct flow of coolants or cutting oil over cutting areas.	Core	85.0	08/2022	Incumbent
51-4032.00	11977	Install tools in spindles.	Core	85.0	08/2022	Incumbent
51-4033.00	10140	Inspect or measure finished workpieces to determine conformance to specifications, using measuring instruments, such as gauges or micrometers.	Core	83.0	07/2016	Incumbent
51-4033.00	10145	Measure workpieces and lay out work, using precision measuring devices.	Core	83.0	07/2016	Incumbent
51-4033.00	10143	Observe machine operations to detect any problems, making necessary adjustments to correct problems.	Core	83.0	07/2016	Incumbent
51-4033.00	10150	Move machine controls to index workpieces, and to adjust machines for pre-selected operational settings.	Core	83.0	07/2016	Incumbent
51-4033.00	10147	Study blueprints, work orders, or machining instructions to determine product specifications, tool requirements, and operational sequences.	Core	83.0	07/2016	Incumbent
51-4033.00	10146	Select machine tooling to be used, using knowledge of machine and production requirements.	Core	83.0	07/2016	Incumbent
51-4033.00	10148	Mount and position tools in machine chucks, spindles, or other tool holding devices, using hand tools.	Core	83.0	07/2016	Incumbent
51-4033.00	10149	Activate machine start-up switches to grind, lap, hone, debar, shear, or cut workpieces, according to specifications.	Core	83.0	07/2016	Incumbent
51-4033.00	10142	Set up, operate, or tend grinding and related tools that remove excess material or burrs from surfaces, sharpen edges or corners, or buff, hone, or polish metal or plastic workpieces.	Core	82.0	07/2016	Incumbent
51-4033.00	10144	Set and adjust machine controls according to product specifications, using knowledge of machine operation.	Core	83.0	07/2016	Incumbent
51-4034.00	11993	Adjust machine controls and change tool settings to keep dimensions within specified tolerances.	Core	69.0	08/2024	Incumbent
51-4034.00	11994	Move controls to set cutting speeds and depths and feed rates, and to position tools in relation to workpieces.	Core	69.0	08/2024	Incumbent
51-4034.00	11992	Study blueprints, layouts or charts, and job orders for information on specifications and tooling instructions, and to determine material requirements and operational sequences.	Core	69.0	08/2024	Incumbent
51-4034.00	11991	Inspect sample workpieces to verify conformance with specifications, using instruments such as gauges, micrometers, and dial indicators.	Core	69.0	08/2024	Incumbent
51-4034.00	11999	Replace worn tools, and sharpen dull cutting tools and dies, using bench grinders or cutter-grinding machines.	Core	68.0	08/2024	Incumbent
51-4034.00	11997	Crank machines through cycles, stopping to adjust tool positions and machine controls to ensure specified timing, clearances, and tolerances.	Core	69.0	08/2024	Incumbent
51-4034.00	12000	Position, secure, and align cutting tools in toolholders on machines, using hand tools, and verify their positions with measuring instruments.	Core	69.0	08/2024	Incumbent
51-4034.00	11995	Start lathe or turning machines and observe operations to ensure that specifications are met.	Core	69.0	08/2024	Incumbent
51-4034.00	23998	Program computer numerical control machines.	Core	67.0	08/2024	Incumbent
51-4034.00	23999	Clean work area.	Core	69.0	08/2024	Incumbent
51-4035.00	14001	Remove workpieces from machines, and check to ensure that they conform to specifications, using measuring instruments such as microscopes, gauges, calipers, and micrometers.	Core	57.0	08/2023	Incumbent
51-4035.00	14007	Verify alignment of workpieces on machines, using measuring instruments such as rules, gauges, or calipers.	Core	58.0	08/2023	Incumbent
51-4035.00	14005	Move controls to set cutting specifications, to position cutting tools and workpieces in relation to each other, and to start machines.	Core	57.0	08/2023	Incumbent
51-4035.00	14002	Observe milling or planing machine operation, and adjust controls to ensure conformance with specified tolerances.	Core	57.0	08/2023	Incumbent
51-4035.00	14011	Select and install cutting tools and other accessories according to specifications, using hand tools or power tools.	Core	57.0	08/2023	Incumbent
51-4035.00	14003	Position and secure workpieces on machines, using holding devices, measuring instruments, hand tools, and hoists.	Core	57.0	08/2023	Incumbent
51-4035.00	14010	Replace worn tools, using hand tools, and sharpen dull tools, using bench grinders.	Core	57.0	08/2023	Incumbent
51-4035.00	14004	Study blueprints, layouts, sketches, or work orders to assess workpiece specifications and to determine tooling instructions, tools and materials needed, and sequences of operations.	Core	57.0	08/2023	Incumbent
51-4035.00	14006	Compute dimensions, tolerances, and angles of workpieces or machines according to specifications and knowledge of metal properties and shop mathematics.	Core	58.0	08/2023	Incumbent
51-4035.00	14012	Record production output.	Core	57.0	08/2023	Incumbent
51-4041.00	20292	Calculate dimensions or tolerances, using instruments, such as micrometers or vernier calipers.	Core	80.0	08/2020	Incumbent
51-4041.00	3094	Machine parts to specifications, using machine tools, such as lathes, milling machines, shapers, or grinders.	Core	80.0	08/2020	Incumbent
51-4041.00	3095	Measure, examine, or test completed units to check for defects and ensure conformance to specifications, using precision instruments, such as micrometers.	Core	82.0	08/2020	Incumbent
51-4041.00	20293	Set up, adjust, or operate basic or specialized machine tools used to perform precision machining operations.	Core	82.0	08/2020	Incumbent
51-4041.00	3098	Monitor the feed and speed of machines during the machining process.	Core	81.0	08/2020	Incumbent
51-4041.00	20294	Maintain machine tools in proper operational condition.	Core	81.0	08/2020	Incumbent
51-4041.00	3097	Align and secure holding fixtures, cutting tools, attachments, accessories, or materials onto machines.	Core	80.0	08/2020	Incumbent
51-4041.00	3106	Operate equipment to verify operational efficiency.	Core	82.0	08/2020	Incumbent
51-4041.00	20297	Evaluate machining procedures and recommend changes or modifications for improved efficiency or adaptability.	Core	80.0	08/2020	Incumbent
51-4041.00	20296	Diagnose machine tool malfunctions to determine need for adjustments or repairs.	Core	81.0	08/2020	Incumbent
51-4051.00	10163	Regulate supplies of fuel and air, or control flow of electric current and water coolant to heat furnaces and adjust temperatures.	Core	64.0	08/2018	Incumbent
51-4051.00	10158	Draw smelted metal samples from furnaces or kettles for analysis, and calculate types and amounts of materials needed to ensure that materials meet specifications.	Core	64.0	08/2018	Incumbent
51-4051.00	10162	Weigh materials to be charged into furnaces, using scales.	Core	64.0	08/2018	Incumbent
51-4051.00	10160	Record production data, and maintain production logs.	Core	63.0	08/2018	Incumbent
51-4051.00	10165	Observe air and temperature gauges or metal color and fluidity, and turn fuel valves or adjust controls to maintain required temperatures.	Core	64.0	08/2018	Incumbent
51-4051.00	10161	Operate controls to move or discharge metal workpieces from furnaces.	Core	63.0	08/2018	Incumbent
51-4051.00	10164	Inspect furnaces and equipment to locate defects and wear.	Core	64.0	08/2018	Incumbent
51-4051.00	10159	Drain, transfer, or remove molten metal from furnaces, and place it into molds, using hoists, pumps, or ladles.	Core	64.0	08/2018	Incumbent
51-4051.00	10168	Kindle fires, and shovel fuel and other materials into furnaces or onto conveyors by hand, with hoists, or by directing crane operators.	Core	64.0	08/2018	Incumbent
51-4052.00	12007	Pour and regulate the flow of molten metal into molds and forms to produce ingots or other castings, using ladles or hand-controlled mechanisms.	Core	64.0	08/2024	Incumbent
51-4052.00	12008	Read temperature gauges and observe color changes, adjusting furnace flames, torches, or electrical heating units as necessary to melt metal to specifications.	Core	63.0	08/2024	Incumbent
51-4052.00	12016	Remove solidified steel or slag from pouring nozzles, using long bars or oxygen burners.	Core	63.0	08/2024	Incumbent
51-4052.00	12009	Examine molds to ensure they are clean, smooth, and properly coated.	Core	63.0	08/2024	Incumbent
51-4052.00	12006	Collect samples, or signal workers to sample metal for analysis.	Core	65.0	08/2024	Incumbent
51-4052.00	12015	Load specified amounts of metal and flux into furnaces or clay crucibles.	Core	63.0	08/2024	Incumbent
51-4052.00	12010	Position equipment such as ladles, grinding wheels, pouring nozzles, or crucibles, or signal other workers to position equipment.	Core	64.0	08/2024	Incumbent
51-4052.00	12011	Skim slag or remove excess metal from ingots or equipment, using hand tools, strainers, rakes, or burners, collecting scrap for recycling.	Core	65.0	08/2024	Incumbent
51-4061.00	12022	Study blueprints, drawings, and sketches to determine material dimensions, required equipment, and operations sequences.	Core	54.0	08/2025	Incumbent
51-4061.00	12023	Set up and operate machines, such as lathes, drill presses, punch presses, or bandsaws, to fabricate prototypes or models.	Core	54.0	08/2025	Incumbent
51-4061.00	12024	Inspect and test products to verify conformance to specifications, using precision measuring instruments or circuit testers.	Core	54.0	08/2025	Incumbent
51-4061.00	12025	Cut, shape, and form metal parts, using lathes, power saws, snips, power brakes and shears, files, and mallets.	Core	54.0	08/2025	Incumbent
51-4061.00	12030	Rework or alter component model or parts as required to ensure that products meet standards.	Core	54.0	08/2025	Incumbent
51-4061.00	12027	Drill, countersink, and ream holes in parts and assemblies for bolts, screws, and other fasteners, using power tools.	Core	54.0	08/2025	Incumbent
51-4061.00	12028	Grind, file, and sand parts to finished dimensions.	Core	54.0	08/2025	Incumbent
51-4061.00	12034	Devise and construct tools, dies, molds, jigs, and fixtures, or modify existing tools and equipment.	Core	54.0	08/2025	Incumbent
51-4061.00	12031	Align, fit, and join parts, using bolts and screws or by welding or gluing.	Core	54.0	08/2025	Incumbent
51-4061.00	12032	Consult and confer with engineering personnel to discuss developmental problems and to recommend product modifications.	Core	54.0	08/2025	Incumbent
51-4062.00	12038	Verify conformance of patterns or template dimensions to specifications, using measuring instruments such as calipers, scales, and micrometers.	Core	72.0	07/2017	Incumbent
51-4062.00	12036	Set up and operate machine tools, such as milling machines, lathes, drill presses, and grinders, to machine castings or patterns.	Core	72.0	07/2017	Incumbent
51-4062.00	12042	Repair and rework templates and patterns.	Core	71.0	07/2017	Incumbent
51-4062.00	12041	Assemble pattern sections, using hand tools, bolts, screws, rivets, glue, or welding equipment.	Core	72.0	07/2017	Incumbent
51-4062.00	12037	Read and interpret blueprints or drawings of parts to be cast or patterns to be made, compute dimensions, and plan operational sequences.	Core	71.0	07/2017	Incumbent
51-4062.00	12045	Construct platforms, fixtures, and jigs for holding and placing patterns.	Core	71.0	07/2017	Incumbent
51-4062.00	12044	Clean and finish patterns or templates, using emery cloths, files, scrapers, and power grinders.	Core	71.0	07/2017	Incumbent
51-4062.00	12046	Mark identification numbers or symbols onto patterns or templates.	Core	72.0	07/2017	Incumbent
51-4071.00	12050	Clean and smooth molds, cores, and core boxes, and repair surface imperfections.	Core	67.0	08/2023	Incumbent
51-4071.00	12055	Sift and pack sand into mold sections, core boxes, and pattern contours, using hand or pneumatic ramming tools.	Core	67.0	08/2023	Incumbent
51-4071.00	12053	Position patterns inside mold sections, and clamp sections together.	Core	67.0	08/2023	Incumbent
51-4071.00	12054	Position cores into lower sections of molds, and reassemble molds for pouring.	Core	67.0	08/2023	Incumbent
51-4071.00	12052	Sprinkle or spray parting agents onto patterns and mold sections to facilitate removal of patterns from molds.	Core	66.0	08/2023	Incumbent
51-4071.00	12059	Form and assemble slab cores around patterns, and position wire in mold sections to reinforce molds, using hand tools and glue.	Core	67.0	08/2023	Incumbent
51-4071.00	12051	Move and position workpieces, such as mold sections, patterns, and bottom boards, using cranes, or signal others to move workpieces.	Core	67.0	08/2023	Incumbent
51-4071.00	12058	Lift upper mold sections from lower sections, and remove molded patterns.	Core	66.0	08/2023	Incumbent
51-4071.00	12057	Cut spouts, runner holes, and sprue holes into molds.	Core	67.0	08/2023	Incumbent
51-4072.00	10174	Measure and visually inspect products for surface and dimension defects to ensure conformance to specifications, using precision measuring instruments.	Core	102.0	07/2016	Incumbent
51-4072.00	10173	Observe continuous operation of automatic machines to ensure that products meet specifications and to detect jams or malfunctions, making adjustments as necessary.	Core	102.0	07/2016	Incumbent
51-4072.00	10175	Set up, operate, or tend metal or plastic molding, casting, or coremaking machines to mold or cast metal or thermoplastic parts or products.	Core	100.0	07/2016	Incumbent
51-4072.00	10177	Turn valves and dials of machines to regulate pressure, temperature, and speed and feed rates, and to set cycle times.	Core	99.0	07/2016	Incumbent
51-4072.00	10186	Read specifications, blueprints, and work orders to determine setups, temperatures, and time settings required to mold, form, or cast plastic materials, as well as to plan production sequences.	Core	103.0	07/2016	Incumbent
51-4072.00	10184	Observe meters and gauges to verify and record temperatures, pressures, and press-cycle times.	Core	101.0	07/2016	Incumbent
51-4072.00	10192	Connect water hoses to cooling systems of dies, using hand tools.	Core	101.0	07/2016	Incumbent
51-4072.00	10188	Remove parts, such as dies, from machines after production runs are finished.	Core	99.0	07/2016	Incumbent
51-4072.00	10197	Perform maintenance work such as cleaning and oiling machines.	Core	101.0	07/2016	Incumbent
51-4072.00	10195	Smooth and clean inner surfaces of molds, using brushes, scrapers, air hoses, or grinding wheels, and fill imperfections with refractory material.	Core	102.0	07/2016	Incumbent
51-4081.00	10206	Inspect workpieces for defects, and measure workpieces to determine accuracy of machine operation, using rules, templates, or other measuring instruments.	Core	51.0	08/2021	Incumbent
51-4081.00	10210	Position, adjust, and secure stock material or workpieces against stops, on arbors, or in chucks, fixtures, or automatic feeding mechanisms, manually or using hoists.	Core	51.0	08/2021	Incumbent
51-4081.00	10208	Read blueprints or job orders to determine product specifications and tooling instructions and to plan operational sequences.	Core	51.0	08/2021	Incumbent
51-4081.00	10211	Select, install, and adjust alignment of drills, cutters, dies, guides, and holding devices, using templates, measuring instruments, and hand tools.	Core	51.0	08/2021	Incumbent
51-4081.00	10207	Observe machine operation to detect workpiece defects or machine malfunctions, adjusting machines as necessary.	Core	51.0	08/2021	Incumbent
51-4081.00	10209	Set up and operate machines, such as lathes, cutters, shears, borers, millers, grinders, presses, drills, or auxiliary machines, to make metallic and plastic workpieces.	Core	51.0	08/2021	Incumbent
51-4081.00	10212	Change worn machine accessories, such as cutting tools or brushes, using hand tools.	Core	51.0	08/2021	Incumbent
51-4081.00	10216	Select the proper coolants and lubricants and start their flow.	Core	51.0	08/2021	Incumbent
51-4081.00	10215	Perform minor machine maintenance, such as oiling or cleaning machines, dies, or workpieces, or adding coolant to machine reservoirs.	Core	51.0	08/2021	Incumbent
51-4081.00	10218	Instruct other workers in machine set-up and operation.	Core	51.0	08/2021	Incumbent
51-4111.00	8490	Verify dimensions, alignments, and clearances of finished parts for conformance to specifications, using measuring instruments such as calipers, gauge blocks, micrometers, or dial indicators.	Core	55.0	08/2021	Incumbent
51-4111.00	8492	Set up and operate conventional or computer numerically controlled machine tools such as lathes, milling machines, or grinders to cut, bore, grind, or otherwise shape parts to prescribed dimensions and finishes.	Core	54.0	08/2021	Incumbent
51-4111.00	8491	Visualize and compute dimensions, sizes, shapes, and tolerances of assemblies, based on specifications.	Core	55.0	08/2021	Incumbent
51-4111.00	8489	Study blueprints, sketches, models, or specifications to plan sequences of operations for fabricating tools, dies, or assemblies.	Core	55.0	08/2021	Incumbent
51-4111.00	23938	Fit and assemble parts to make, repair, or modify dies, jigs, gauges, and tools, using machine tools, hand tools, or welders.	Core	55.0	08/2021	Incumbent
51-4111.00	8496	Inspect finished dies for smoothness, contour conformity, and defects.	Core	55.0	08/2021	Incumbent
51-4111.00	8498	Lift, position, and secure machined parts on surface plates or worktables, using hoists, vises, v-blocks, or angle plates.	Core	55.0	08/2021	Incumbent
51-4111.00	8493	File, grind, shim, and adjust different parts to properly fit them together.	Core	54.0	08/2021	Incumbent
51-4111.00	8497	Smooth and polish flat and contoured surfaces of parts or tools, using scrapers, abrasive stones, files, emery cloths, or power grinders.	Core	54.0	08/2021	Incumbent
51-4111.00	8495	Conduct test runs with completed tools or dies to ensure that parts meet specifications, making adjustments as necessary.	Core	55.0	08/2021	Incumbent
51-4121.00	23583	Operate safety equipment and use safe work habits.	Core	65.0	08/2022	Incumbent
51-4121.00	23584	Examine workpieces for defects and measure workpieces with straightedges or templates to ensure conformance with specifications.	Core	64.0	08/2022	Incumbent
51-4121.00	23582	Weld components in flat, vertical, or overhead positions.	Core	64.0	08/2022	Incumbent
51-4121.00	23600	Detect faulty operation of equipment or defective materials and notify supervisors.	Core	63.0	08/2022	Incumbent
51-4121.00	23585	Recognize, set up, and operate hand and power tools common to the welding trade, such as shielded metal arc and gas metal arc welding equipment.	Core	65.0	08/2022	Incumbent
51-4121.00	23592	Mark or tag material with proper job number, piece marks, and other identifying marks as required.	Core	64.0	08/2022	Incumbent
51-4121.00	23594	Prepare all material surfaces to be welded, ensuring that there is no loose or thick scale, slag, rust, moisture, grease, or other foreign matter.	Core	65.0	08/2022	Incumbent
51-4121.00	23599	Position and secure workpieces, using hoists, cranes, wire, and banding machines or hand tools.	Core	64.0	08/2022	Incumbent
51-4121.00	23591	Monitor the fitting, burning, and welding processes to avoid overheating of parts or warping, shrinking, distortion, or expansion of material.	Core	63.0	08/2022	Incumbent
51-4121.00	23593	Chip or grind off excess weld, slag, or spatter, using hand scrapers or power chippers, portable grinders, or arc-cutting equipment.	Core	64.0	08/2022	Incumbent
51-4122.00	10274	Read blueprints, work orders, or production schedules to determine product or job instructions or specifications.	Core	62.0	08/2024	Incumbent
51-4122.00	10271	Inspect, measure, or test completed metal workpieces to ensure conformance to specifications, using measuring and testing devices.	Core	61.0	08/2024	Incumbent
51-4122.00	10270	Correct problems by adjusting controls or by stopping machines and opening holding devices.	Core	61.0	08/2024	Incumbent
51-4122.00	10267	Set up, operate, or tend welding machines that join or bond components to fabricate metal products or assemblies.	Core	61.0	08/2024	Incumbent
51-4122.00	10282	Select torch tips, alloys, flux, coil, tubing, or wire, according to metal types or thicknesses, data charts, or records.	Core	62.0	08/2024	Incumbent
51-4122.00	10284	Prepare metal surfaces or workpieces, using hand-operated equipment, such as grinders, cutters, or drills.	Core	61.0	08/2024	Incumbent
51-4122.00	10292	Mark weld points and positions of components on workpieces, using rules, squares, templates, or scribes.	Core	60.0	08/2024	Incumbent
51-4122.00	10269	Give directions to other workers regarding machine set-up and use.	Core	61.0	08/2024	Incumbent
51-4122.00	10285	Clean, lubricate, maintain, and adjust equipment to maintain efficient operation, using air hoses, cleaning fluids, and hand tools.	Core	61.0	08/2024	Incumbent
51-4122.00	10281	Select, position, align, and bolt jigs, holding fixtures, guides, or stops onto machines, using measuring instruments and hand tools.	Core	61.0	08/2024	Incumbent
51-4191.00	12087	Read production schedules and work orders to determine processing sequences, furnace temperatures, and heat cycle requirements for objects to be heat-treated.	Core	69.0	07/2016	Incumbent
51-4191.00	12088	Record times that parts are removed from furnaces to document that objects have attained specified temperatures for specified times.	Core	69.0	07/2016	Incumbent
51-4191.00	12094	Adjust controls to maintain temperatures and heating times, using thermal instruments and charts, dials and gauges of furnaces, and color of stock in furnaces to make setting determinations.	Core	70.0	07/2016	Incumbent
51-4191.00	12107	Start conveyors and open furnace doors to load stock, or signal crane operators to uncover soaking pits and lower ingots into them.	Core	68.0	07/2016	Incumbent
51-4191.00	12089	Set up and operate or tend machines, such as furnaces, baths, flame-hardening machines, and electronic induction machines, that harden, anneal, and heat-treat metal.	Core	68.0	07/2016	Incumbent
51-4191.00	12091	Remove parts from furnaces after specified times, and air dry or cool parts in water, oil brine, or other baths.	Core	68.0	07/2016	Incumbent
51-4191.00	12099	Move controls to light gas burners and to adjust gas and water flow and flame temperature.	Core	68.0	07/2016	Incumbent
51-4191.00	12093	Instruct new workers in machine operation.	Core	70.0	07/2016	Incumbent
51-4192.00	10298	Mark curves, lines, holes, dimensions, and welding symbols onto workpieces, using scribes, soapstones, punches, and hand drills.	Core	63.0	08/2018	Incumbent
51-4192.00	10302	Plan locations and sequences of cutting, drilling, bending, rolling, punching, and welding operations, using compasses, protractors, dividers, and rules.	Core	61.0	08/2018	Incumbent
51-4192.00	10295	Fit and align fabricated parts to be welded or assembled.	Core	63.0	08/2018	Incumbent
51-4192.00	10300	Locate center lines and verify template positions, using measuring instruments such as gauge blocks, height gauges, and dial indicators.	Core	62.0	08/2018	Incumbent
51-4192.00	10296	Plan and develop layouts from blueprints and templates, applying knowledge of trigonometry, design, effects of heat, and properties of metals.	Core	63.0	08/2018	Incumbent
51-4192.00	10297	Lay out and fabricate metal structural parts such as plates, bulkheads, and frames.	Core	63.0	08/2018	Incumbent
51-4192.00	10299	Compute layout dimensions, and determine and mark reference points on metal stock or workpieces for further processing, such as welding and assembly.	Core	62.0	08/2018	Incumbent
51-4192.00	10301	Lift and position workpieces in relation to surface plates, manually or with hoists, and using parallel blocks and angle plates.	Core	61.0	08/2018	Incumbent
51-4192.00	10304	Design and prepare templates of wood, paper, or metal.	Core	63.0	08/2018	Incumbent
51-4193.00	10311	Immerse workpieces in coating solutions or liquid metal or plastic for specified times.	Core	81.0	07/2016	Incumbent
51-4193.00	10326	Adjust dials to regulate flow of current and voltage supplied to terminals to control plating processes.	Core	81.0	07/2016	Incumbent
51-4193.00	10309	Inspect coated or plated areas for defects, such as air bubbles or uneven coverage.	Core	81.0	07/2016	Incumbent
51-4193.00	10312	Set up, operate, or tend plating or coating machines to coat metal or plastic products with chromium, zinc, copper, cadmium, nickel, or other metal to protect or decorate surfaces.	Core	84.0	07/2016	Incumbent
51-4193.00	10319	Observe gauges to ensure that machines are operating properly, making adjustments or stopping machines when problems occur.	Core	81.0	07/2016	Incumbent
51-4193.00	10318	Remove objects from solutions at periodic intervals and observe objects to verify conformance to specifications.	Core	84.0	07/2016	Incumbent
51-4193.00	10316	Maintain production records.	Core	81.0	07/2016	Incumbent
51-4193.00	10342	Remove excess materials or impurities from objects, using air hoses or grinding machines.	Core	84.0	07/2016	Incumbent
51-4193.00	10328	Examine completed objects to determine thicknesses of metal deposits, or measure thicknesses by using instruments such as micrometers.	Core	83.0	07/2016	Incumbent
51-4193.00	10327	Rinse coated objects in cleansing liquids and dry them with cloths, centrifugal driers, or by tumbling in sawdust-filled barrels.	Core	84.0	07/2016	Incumbent
51-4194.00	10349	Monitor machine operations to determine whether adjustments are necessary, stopping machines when problems occur.	Core	70.0	07/2016	Incumbent
